"FID","FNAME","FADDRESS","FCITY","FSTATE","FZIPCODE","FCOUNTY","FPHONE","FLATITUDE","FOWNERSHIP","HID","FLONGITUDE","FMODIFIED"
"263304","SHRINERS HOSPITALS FOR CHILDREN","4400 CLAYTON AVE","SAINT LOUIS","MO","63110","ST. LOUIS CITY","(314) 432-3600","POINT (-90.257821 38.632989)","","","",""
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","TRENTON","NJ","8638","MERCER","(609) 394-6000","POINT (-74.752776 40.235987)","","","",""
"320070","DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","SAN FIDEL","NM","87049","CIBOLA","(505) 552-5300","","","","",""
"261312","HARRISON COUNTY COMMUNITY HOSPITAL","2600 MILLER STREET","BETHANY","MO","64424","HARRISON","(660) 425-0284","POINT (-94.026145 40.265292)","Government - Hospital District or Authority","","",""
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","BOLIVAR","MO","65613","POLK","(417) 326-6000","POINT (-93.420915 37.625971)","Government - Hospital District or Authority","","",""
"301304","NEW LONDON HOSPITAL","273 COUNTY ROAD","NEW LONDON","NH","3257","MERRIMACK","(603) 526-2911","POINT (-72.001493 43.420929)","","","",""
"301307","MEMORIAL HOSPITAL, THE","3073 WHITE MOUNTAIN HIGHWAY","NORTH CONWAY","NH","3860","CARROLL","(603) 356-5461","POINT (-71.13851 44.060519)","","","",""
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","RED BANK","NJ","7701","MONMOUTH","(732) 741-2700","","","","",""
"260193","ST MARY'S MEDICAL CENTER","201 NW R D MIZE RD","BLUE SPRINGS","MO","64014","JACKSON","(816) 228-5900","POINT (-94.266042 39.023528)","Voluntary non-profit - Church","","",""
"261325","COX BARTON COUNTY HOSPITAL","29 NW 1ST LANE","LAMAR","MO","64759","BARTON","(417) 682-6081","POINT (-94.299482 37.505282)","","","",""
"281355","OGALLALA COMMUNITY HOSPITAL","2601 NORTH SPRUCE ST","OGALLALA","NE","69153","KEITH","(308) 284-4011","POINT (-101.720447 41.150177)","","","",""
"270017","ST JAMES HEALTHCARE","400 S CLARK ST","BUTTE","MT","59701","SILVER BOW","(406) 723-2500","POINT (-112.546068 46.00928)","Voluntary non-profit - Private","","",""
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","189 EAST MAIN STREET","WESTFIELD","NY","14787","CHAUTAUQUA","(716) 326-4921","POINT (-79.569397 42.327901)","","","",""
"271329","MADISON VALLEY MEDICAL CENTER","305 N MAIN","ENNIS","MT","59729","MADISON","(406) 682-4222","POINT (-111.732567 45.3514)","","","",""
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET","CARLSBAD","NM","88220","EDDY","(575) 887-4570","POINT (-104.258642 32.44184)","","","",""
"300012","ELLIOT HOSPITAL","1 ELLIOT WAY","MANCHESTER","NH","3103","HILLSBOROUGH","(603) 669-5300","POINT (-71.435739 42.982795)","","","",""
"330055","NEW YORK-PRESBYTERIAN/QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","QUEENS","(718) 670-2000","","","","",""
"270087","THE HEALTHCENTER","320 SUNNYVIEW LANE","KALISPELL","MT","59901","FLATHEAD","(406) 756-4720","POINT (-114.324047 48.216208)","","","",""
"300001","CONCORD HOSPITAL","250 PLEASANT ST","CONCORD","NH","3301","MERRIMACK","(603) 225-2711","POINT (-71.562366 43.196329)","","","",""
"321308","CIBOLA GENERAL HOSPITAL","1016 E ROOSEVELT AVENUE","GRANTS","NM","87020","CIBOLA","(505) 287-5300","POINT (-107.826574 35.161168)","","","",""
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","CREVE COEUR","MO","63141","ST. LOUIS","(314) 996-8000","POINT (-90.466227 38.676997)","Voluntary non-profit - Private","","",""
"271316","FRANCES MAHON DEACONESS HOSPITAL","621 3RD ST S","GLASGOW","MT","59230","VALLEY","(406) 228-3500","POINT (-106.636379 48.189571)","Voluntary non-profit - Private","1070","",""
"280132","BELLEVUE MEDICAL CENTER","2500 BELLEVUE MEDICAL CENTER DR","BELLEVUE","NE","68123","SARPY","(402) 763-3600","POINT (-95.94586 41.13639)","Proprietary","","",""
"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","CATTARAUGUS","(716) 373-2600","POINT (-78.426977 42.089448)","","","",""
"300018","WENTWORTH-DOUGLASS HOSPITAL","789 CENTRAL AVE","DOVER","NH","3820","STRAFFORD","(603) 740-2580","POINT (-70.875139 43.212442)","","","",""
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","ERIE","(716) 862-1000","POINT (-78.849916 42.92917)","","","",""
"310009","CLARA MAASS MEDICAL CENTER","ONE CLARA MAASS DRIVE","BELLEVILLE","NJ","7109","ESSEX","(973) 450-2002","","","","",""
"261327","RAY COUNTY MEMORIAL HOSPITAL","904 WOLLARD BOULEVARD","RICHMOND","MO","64085","RAY","(816) 470-5432","POINT (-93.956173 39.264394)","","","",""
"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","KANSAS CITY","MO","64114","JACKSON","(816) 942-4400","POINT (-94.605342 38.934471)","Proprietary","1160","",""
"290056","ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA","8656 WEST PATRICK LANE","LAS VEGAS","NV","89148","CLARK","(702) 777-7100","POINT (-115.281036 36.077811)","","","",""
"261320","LAFAYETTE REGIONAL HEALTH CENTER","1500 STATE STREET","LEXINGTON","MO","64067","LAFAYETTE","(660) 259-2203","POINT (-93.877065 39.189146)","","","",""
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","EDISON","NJ","8818","MIDDLESEX","(732) 321-7000","POINT (-74.349499 40.55787)","","","",""
"280105","CHI HEALTH MIDLANDS","11111 SOUTH 84TH ST","PAPILLION","NE","68046","SARPY","(402) 593-3000","POINT (-96.042825 41.136866)","","","",""
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","RENSSELAER","(518) 427-3402","POINT (-73.671434 42.733395)","","","",""
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","217 PHYSICIANS PARK DRIVE","POPLAR BLUFF","MO","63901","BUTLER","(573) 686-6001","POINT (-90.456445 36.770882)","Voluntary non-profit - Private","","",""
"281354","CRETE AREA MEDICAL CENTER","P O BOX 220, 2910 BETTEN DR","CRETE","NE","68333","SALINE","(402) 826-2101","","","","",""
"261317","MERCY HOSPITAL CASSVILLE","94 MAIN STREET","CASSVILLE","MO","65625","BARRY","(417) 847-6065","POINT (-93.871886 36.674077)","Voluntary non-profit - Church","","",""
"280003","BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","LINCOLN","NE","68506","LANCASTER","(402) 481-1111","POINT (-96.653661 40.796598)","","","",""
"281362","PHELPS MEMORIAL HEALTH CENTER","1215 TIBBALS ST","HOLDREGE","NE","68949","PHELPS","(308) 995-2211","POINT (-99.382005 40.447655)","","","",""
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY","10550","WESTCHESTER","(914) 664-8000","POINT (-73.840011 40.912754)","","","",""
"301302","LITTLETON REGIONAL HEALTHCARE","600 ST JOHNSBURY ROAD","LITTLETON","NH","3561","GRAFTON","(603) 444-9000","POINT (-71.825316 44.316234)","","","",""
"281357","SIDNEY REGIONAL MEDICAL CENTER","1000 POLE CREEK CROSSING","SIDNEY","NE","69162","CHEYENNE","(308) 254-5825","POINT (-102.98019 41.130754)","","","",""
"281315","BRODSTONE MEMORIAL HOSP","P O BOX 187, 520 EAST 10TH ST","SUPERIOR","NE","68978","NUCKOLLS","(402) 879-3281","","","","",""
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","RAHWAY","NJ","7065","UNION","(732) 381-4200","POINT (-74.291688 40.612237)","","","",""
"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NASSAU","(516) 674-7300","","","","",""
"281346","CHI HEALTH PLAINVIEW","P O BOX 489, 704 NORTH THIRD ST","PLAINVIEW","NE","68769","PIERCE","(402) 582-4245","","","","",""
